14.40,6.75,450.70
14.76,6.58,445.99
13.35,8.13,516.50
20.68,4.61,402.53
23.35,4.16,318.74
17.42,3.74,308.91
32.41,4.24,277.29
37.70,4.19,283.41
40.20,4.56,259.14
25.31,4.17,251.75
