14.56,5.89,465.99
14.15,6.49,444.28
17.42,6.51,475.54
15.46,4.95,416.87
24.36,4.22,327.64
28.31,3.76,301.19
31.59,4.44,273.42
20.84,3.88,284.13
23.62,4.23,278.72
47.37,5.13,252.05
